name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning,lineage_kind,lineage_scope,lineage_file,lineage_source,lineage_comment,lineage_fit,lineage_confidence,lineage_flags,followup_outcome,followup_reason,final_confidence,screening_flags
navy bean production,navy bean,CA-MB,kilogram,review_pair,0.093106,0.4,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Agricultural machinery, general, production"", ""reference product"": ""Agricultural machinery, general, production"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Soy beans IP, at farm"", ""reference product"": ""Soy beans IP, at farm"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CA-MB"", ""name"": ""navy bean production"", ""reference product"": ""navy bean"", ""unit"": ""kilogram""}",,rough proxy,0.4,,needs_crop_and_farming_system,"Different crop species, seed/food/feed roles, irrigation or organic/IP systems require inventory evidence; generic crop similarity is insufficient.",0.093106,geographic_proxy
navy bean production,navy bean,CA-ON,kilogram,review_pair,0.093106,0.4,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Agricultural machinery, general, production"", ""reference product"": ""Agricultural machinery, general, production"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Soy beans IP, at farm"", ""reference product"": ""Soy beans IP, at farm"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CA-ON"", ""name"": ""navy bean production"", ""reference product"": ""navy bean"", ""unit"": ""kilogram""}",,rough proxy,0.4,,needs_crop_and_farming_system,"Different crop species, seed/food/feed roles, irrigation or organic/IP systems require inventory evidence; generic crop similarity is insufficient.",0.093106,geographic_proxy
navy bean production,navy bean,RoW,kilogram,review_pair,0.093106,0.4,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""CH"", ""name"": ""Agricultural machinery, general, production"", ""reference product"": ""Agricultural machinery, general, production"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Soy beans IP, at farm"", ""reference product"": ""Soy beans IP, at farm"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""navy bean production"", ""reference product"": ""navy bean"", ""unit"": ""kilogram""}",,rough proxy,0.4,,needs_crop_and_farming_system,"Different crop species, seed/food/feed roles, irrigation or organic/IP systems require inventory evidence; generic crop similarity is insufficient.",0.093106,geographic_proxy
market for solvent for chromatography analysis,solvent for chromatography analysis,GLO,kilogram,review_pair,0.109273,0.4,False,False,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""Alkyd paint, white, 60% in solvent, at plant"", ""reference product"": ""Alkyd paint, white, 60% in solvent, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Solvents, organic, unspecified, at plant"", ""reference product"": ""Solvents, organic, unspecified, at plant"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for solvent for chromatography analysis"", ""reference product"": ""solvent for chromatography analysis"", ""unit"": ""kilogram""}",,rough proxy,0.4,,needs_inventory_comparison,"Identity-level inspection finds no defensible superiority. Compare reference amount, composition, capacity and process boundary; neither retained nor candidate mapping is validated by this outcome.",0.109273,
"operation, computer, desktop, with cathode ray tube display, off mode","operation, computer, desktop, with cathode ray tube display, off mode",CA-QC,hour,review_pair,0.113316,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CA-QC"", ""name"": ""operation, computer, desktop, with cathode ray tube display, off mode"", ""reference product"": ""operation, computer, desktop, with cathode ray tube display, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.113316,geographic_proxy; off_standby_operation_not_validated
"operation, computer, desktop, with cathode ray tube display, off mode","operation, computer, desktop, with cathode ray tube display, off mode",CH,hour,review_pair,0.113316,1,False,False,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""operation, computer, desktop, with cathode ray tube display, off mode"", ""reference product"": ""operation, computer, desktop, with cathode ray tube display, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.113316,off_standby_operation_not_validated
"operation, computer, desktop, with cathode ray tube display, off mode","operation, computer, desktop, with cathode ray tube display, off mode",Europe without Switzerland,hour,review_pair,0.113316,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""Europe without Switzerland"", ""name"": ""operation, computer, desktop, with cathode ray tube display, off mode"", ""reference product"": ""operation, computer, desktop, with cathode ray tube display, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.113316,geographic_proxy; off_standby_operation_not_validated
"operation, computer, desktop, with cathode ray tube display, off mode","operation, computer, desktop, with cathode ray tube display, off mode",RoW,hour,review_pair,0.113316,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""operation, computer, desktop, with cathode ray tube display, off mode"", ""reference product"": ""operation, computer, desktop, with cathode ray tube display, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.113316,geographic_proxy; off_standby_operation_not_validated
"operation, computer, desktop, with liquid crystal display, off mode","operation, computer, desktop, with liquid crystal display, off mode",CA-QC,hour,review_pair,0.113998,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CA-QC"", ""name"": ""operation, computer, desktop, with liquid crystal display, off mode"", ""reference product"": ""operation, computer, desktop, with liquid crystal display, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.113998,geographic_proxy; off_standby_operation_not_validated
"operation, computer, desktop, with liquid crystal display, off mode","operation, computer, desktop, with liquid crystal display, off mode",CH,hour,review_pair,0.113998,1,False,False,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""operation, computer, desktop, with liquid crystal display, off mode"", ""reference product"": ""operation, computer, desktop, with liquid crystal display, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.113998,off_standby_operation_not_validated
"operation, computer, desktop, with liquid crystal display, off mode","operation, computer, desktop, with liquid crystal display, off mode",Europe without Switzerland,hour,review_pair,0.113998,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""Europe without Switzerland"", ""name"": ""operation, computer, desktop, with liquid crystal display, off mode"", ""reference product"": ""operation, computer, desktop, with liquid crystal display, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.113998,geographic_proxy; off_standby_operation_not_validated
"operation, computer, desktop, with liquid crystal display, off mode","operation, computer, desktop, with liquid crystal display, off mode",RoW,hour,review_pair,0.113998,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""operation, computer, desktop, with liquid crystal display, off mode"", ""reference product"": ""operation, computer, desktop, with liquid crystal display, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.113998,geographic_proxy; off_standby_operation_not_validated
"market for operation, computer, desktop, with cathode ray tube display, off mode","operation, computer, desktop, with cathode ray tube display, off mode",GLO,hour,review_pair,0.116088,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for operation, computer, desktop, with cathode ray tube display, off mode"", ""reference product"": ""operation, computer, desktop, with cathode ray tube display, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.116088,geographic_proxy; off_standby_operation_not_validated
market for pinto bean,pinto bean,GLO,kilogram,review_pair,0.116148,0.4,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""GLO"", ""name"": ""Cable, ribbon cable, 20-pin, with plugs, at plant"", ""reference product"": ""Cable, ribbon cable, 20-pin, with plugs, at plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Soy beans IP, at farm"", ""reference product"": ""Soy beans IP, at farm"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for pinto bean"", ""reference product"": ""pinto bean"", ""unit"": ""kilogram""}",,rough proxy,0.4,,needs_crop_and_farming_system,"Different crop species, seed/food/feed roles, irrigation or organic/IP systems require inventory evidence; generic crop similarity is insufficient.",0.116148,geographic_proxy
"market for operation, computer, desktop, with liquid crystal display, off mode","operation, computer, desktop, with liquid crystal display, off mode",GLO,hour,review_pair,0.116773,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for operation, computer, desktop, with liquid crystal display, off mode"", ""reference product"": ""operation, computer, desktop, with liquid crystal display, off mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.116773,geographic_proxy; off_standby_operation_not_validated
market for navy bean,navy bean,GLO,kilogram,review_pair,0.117084,0.4,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""GLO"", ""name"": ""Battery BoP"", ""reference product"": ""Battery BoP"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Soy beans IP, at farm"", ""reference product"": ""Soy beans IP, at farm"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for navy bean"", ""reference product"": ""navy bean"", ""unit"": ""kilogram""}",,rough proxy,0.4,,needs_crop_and_farming_system,"Different crop species, seed/food/feed roles, irrigation or organic/IP systems require inventory evidence; generic crop similarity is insufficient.",0.117084,geographic_proxy
"operation, computer, desktop, with cathode ray tube display, standby mode","operation, computer, desktop, with cathode ray tube display, standby mode",CA-QC,hour,review_pair,0.118067,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CA-QC"", ""name"": ""operation, computer, desktop, with cathode ray tube display, standby mode"", ""reference product"": ""operation, computer, desktop, with cathode ray tube display, standby mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.118067,geographic_proxy; off_standby_operation_not_validated
"operation, computer, desktop, with cathode ray tube display, standby mode","operation, computer, desktop, with cathode ray tube display, standby mode",CH,hour,review_pair,0.118067,1,False,False,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""operation, computer, desktop, with cathode ray tube display, standby mode"", ""reference product"": ""operation, computer, desktop, with cathode ray tube display, standby mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.118067,off_standby_operation_not_validated
"operation, computer, desktop, with cathode ray tube display, standby mode","operation, computer, desktop, with cathode ray tube display, standby mode",Europe without Switzerland,hour,review_pair,0.118067,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""Europe without Switzerland"", ""name"": ""operation, computer, desktop, with cathode ray tube display, standby mode"", ""reference product"": ""operation, computer, desktop, with cathode ray tube display, standby mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.118067,geographic_proxy; off_standby_operation_not_validated
"operation, computer, desktop, with cathode ray tube display, standby mode","operation, computer, desktop, with cathode ray tube display, standby mode",RoW,hour,review_pair,0.118067,1,False,True,Neither candidate establishes a sufficiently better product/process match.,"{""location"": ""RER"", ""name"": ""PEM electrolyzer, Operation and Maintenance"", ""reference product"": ""PEM electrolyzer, Operation and Maintenance"", ""unit"": ""hour""}","{""location"": ""CH"", ""name"": ""Use, laptop, high intensity per hour"", ""reference product"": ""Use, laptop, high intensity per hour"", ""unit"": ""hour""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""operation, computer, desktop, with cathode ray tube display, standby mode"", ""reference product"": ""operation, computer, desktop, with cathode ray tube display, standby mode"", ""unit"": ""hour""}",,,1.0,,reject_operating_state,Candidate active-use intensity does not represent the explicit off/standby source state. Retention does not validate the old target.,0.118067,geographic_proxy; off_standby_operation_not_validated
