name,reference product,location,unit,previous_target,branch_target,selected_target,outcome,previous_confidence,confidence,amount_factor,selection_source,reason,limitations
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",CL,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",CN-GD,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",CN-SH,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",CY,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",CZ,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",DE,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",DK,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",EE,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",ES,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",FI,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","electricity, high voltage",FR,kilowatt hour,"{""location"": ""CO"", ""name"": ""Electricity, high voltage, production CO, at grid"", ""reference product"": ""Electricity, high voltage, production CO, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""reference product"": ""xxx Electricity, at cogen 6400kWth, wood, emission control, allocation heat"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""reference product"": ""xx Electricity, at cogen ORC 1400kWth, wood, emission control, allocation exergy"", ""unit"": ""kilowatt hour""}",accept_wood_operating_proxy,0.283548,0.45,1.0,full_uvek_catalog,"Reject the branch's electricity allocation-to-heat variant, which has only electricity-specific infrastructure and no direct combustion burdens. The full-catalog ORC wood/emission-control candidate carries fuel and emissions and better preserves source technology than the previous grid proxy.",Low-confidence proxy: target is deprecated and its 1400 kW thermal rating differs from the source 6667 kW fuel-input rating.; Target uses exergy allocation; the source comment does not independently establish its numerical allocation split. No allocation equivalence is claimed.; Source emission factors were updated in 2014; the older target's operating factors and regional conditions differ.; The target's emission-control designation does not establish identical particulate-filter or SNCR performance.; Geographic proxy.
